station_name,wigos_station_identifier,wigos_station_identifier,facility_type,latitude,longitude,elevation,barometer_height,territory_name,WMO Region,Declared reporting status,Assessed reporting status,Last updated by
ACQUAROSSA / COMPROVASCO,0-20000-0-06756,06756,Land (fixed),46.459522,8.935481,575.32,,Switzerland,6,Operational,Operational,CHE NMHS 
GRONO,0-20000-0-06758,06758,Land (fixed),46.255083,9.16375,323.52,,Switzerland,6,Operational,Operational,CHE NMHS 
CIMETTA,0-20000-0-06759,06759,Land (fixed),46.200475,8.79165,1661,,Switzerland,6,Operational,Operational,CHE NMHS 
LOCARNO / MONTI,0-20000-0-06760,06760,Land (fixed),46.172494,8.787569,366.75,,Switzerland,6,Operational,Operational,CHE NMHS 
MAGADINO / CADENAZZO,0-20000-0-06762,06762,Land (fixed),46.160031,8.933667,203.2,,Switzerland,6,Operational,Operational,CHE NMHS 
MONTE LEMA,0-20000-0-06768,06768,Land (fixed),46.0408333333,8.8333333333,1625,,Switzerland,6,Operational,Unknown,
LUGANO,0-20000-0-06770,06770,Land (fixed),46.004228,8.960319,273,,Switzerland,6,Operational,Operational,CHE NMHS 
STABIO,0-20000-0-06771,06771,Land (fixed),45.843458,8.932364,353,,Switzerland,6,Operational,Operational,CHE NMHS 
LUGANO-AGNO,0-20000-0-06775,06775,Land (fixed),46.0005555556,8.9091666667,279,,Switzerland,6,Operational,Unknown,
MONTE GENEROSO,0-20000-0-06777,06777,Land (fixed),45.927606,9.017872,1600.4,,Switzerland,6,Operational,Operational,CHE NMHS 
SEGL-MARIA,0-20000-0-06779,06779,Land (fixed),46.432333,9.762311,1804,,Switzerland,6,Operational,Operational,CHE NMHS 
VICOSOPRANO,0-20000-0-06788,06788,Land (fixed),46.353022,9.627789,1089,,Switzerland,6,Operational,Operational,CHE NMHS 
PIZ CORVATSCH,0-20000-0-06791,06791,Land (fixed),46.418019,9.821242,3302.46,,Switzerland,6,Operational,Operational,CHE NMHS 
POSCHIAVO / ROBBIA,0-20000-0-06794,06794,Land (fixed),46.347219,10.063011,1078,,Switzerland,6,Operational,Operational,CHE NMHS 
PASSO DEL BERNINA,0-20000-0-06797,06797,Land (fixed),46.409161,10.01955,2260,,Switzerland,6,Operational,Operational,CHE NMHS 
SION (6802-0),0-20000-0-06802,06802,Land (fixed),46.2219444444,7.3388888889,483,,Switzerland,6,Operational,Unknown,
MAGADINO,0-20000-0-06808,06808,Land (fixed),46.164833,8.874369,198,,Switzerland,6,Operational,Unknown,CHE NMHS 
LODRINO,0-20000-0-06809,06809,Land (fixed),46.295,8.9933333333,259,,Switzerland,6,Operational,Unknown,
TABARKA,0-20000-0-60710,60710,Land (fixed),36.97605,8.876058,20,,Tunisia,1,Operational,Operational,saoussen CHERIAA
BIZERTE,0-20000-0-60714,60714,Land (fixed),37.25,9.8,5,,Tunisia,1,Operational,Operational,saoussen CHERIAA
TUNIS-CARTHAGE,0-20000-0-60715,60715,Land (fixed),36.8507,10.2147,4,,Tunisia,1,Operational,Operational,Ercan Buyukbas
KELIBIA,0-20000-0-60720,60720,Land (fixed),36.85,11.0833333333,29,,Tunisia,1,Operational,Partly operational,saoussen CHERIAA
BEJA (60723-0),0-20000-0-60723,60723,Land (fixed),36.7357,9.226,158,,Tunisia,1,Operational,Operational,TUN NMHS
JENDOUBA,0-20000-0-60725,60725,Land (fixed),36.488,8.791,143,,Tunisia,1,Operational,Partly operational,saoussen CHERIAA
NABEUL,0-20000-0-60728,60728,Land (fixed),36.4666666667,10.7,,,Tunisia,1,Operational,Partly operational,TUN NMHS
ZAGHOUAN,0-20000-0-60729,60729,Land (fixed),36.4333333333,10.0833333333,,,Tunisia,1,Operational,Operational,TUN NMHS
ENFIDHA,0-20000-0-60731,60731,Land (fixed),36.0666666667,10.45,,,Tunisia,1,Operational,Operational,TUN NMHS
LE KEF,0-20000-0-60732,60732,Land (fixed),36.123,8.724,518,,Tunisia,1,Operational,Partly operational,saoussen CHERIAA
SILIANA,0-20000-0-60734,60734,Land (fixed),36.054,9.404,443,,Tunisia,1,Operational,Partly operational,saoussen CHERIAA
KAIROUAN,0-20000-0-60735,60735,Land (fixed),35.6666666667,10.1,60,,Tunisia,1,Operational,Operational,TUN NMHS
THALA,0-20000-0-60738,60738,Land (fixed),35.56111,8.68778,1091,,Tunisia,1,Operational,Operational,saoussen CHERIAA
KASSERINE,0-20000-0-60739,60739,Land (fixed),35.16833,8.79139,707,,Tunisia,1,Operational,Operational,TUN NMHS
MONASTIR-SKANES,0-20000-0-60740,60740,Land (fixed),35.7624,10.7575,2,,Tunisia,1,Operational,Operational,saoussen CHERIAA
MAHDIA,0-20000-0-60742,60742,Land (fixed),35.5,11.0666666667,,,Tunisia,1,Operational,Operational,saoussen CHERIAA
GAFSA,0-20000-0-60745,60745,Land (fixed),34.4166666667,8.8166666667,313,,Tunisia,1,Operational,Operational,TUN NMHS
SIDI BOUZID,0-20000-0-60748,60748,Land (fixed),35.01222,9.48583,354,,Tunisia,1,Operational,Partly operational,saoussen CHERIAA
SFAX EL-MAOU,0-20000-0-60750,60750,Land (fixed),34.7166666667,10.6833333333,21,,Tunisia,1,Operational,Operational,TUN NMHS
TOZEUR,0-20000-0-60760,60760,Land (fixed),33.9166666667,8.1666666667,86,,Tunisia,1,Operational,Operational,saoussen CHERIAA
KEBILI,0-20000-0-60764,60764,Land (fixed),33.7,8.9666666667,44,,Tunisia,1,Operational,Operational,TUN NMHS
GABES,0-20000-0-60765,60765,Land (fixed),33.883389,10.10694,4,,Tunisia,1,Operational,Operational,saoussen CHERIAA
GABES MATMATA,0-20000-0-60767,60767,Land (fixed),33.739444,9.9166666,120,,Tunisia,1,Operational,Operational,TUN NMHS
DJERBA MELLITA,0-20000-0-60769,60769,Land (fixed),33.8666666667,10.7666666667,3,,Tunisia,1,Operational,Partly operational,saoussen CHERIAA
MEDENINE,0-20000-0-60770,60770,Land (fixed),33.32959,10.48817,116,,Tunisia,1,Operational,Operational,saoussen CHERIAA
TATAOUINE,0-20000-0-60772,60772,Land (fixed),32.957706,10.467102,215,,Tunisia,1,Operational,Unknown,saoussen CHERIAA
REMADA,0-20000-0-60775,60775,Land (fixed),32.3166666667,10.4,300,,Tunisia,1,Operational,Partly operational,saoussen CHERIAA
EL BORMA,0-20000-0-60780,60780,Land (fixed),31.6833333333,9.3,258,,Tunisia,1,Operational,Partly operational,TUN NMHS
